title,year,certificate,rating,description,director,writer,stars,actors,genres
The Medallion,2003,2003,5.2,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,Awards,Writers,Stars,Jackie Chan,Gordon Chan
Mystics,2003,2003,5.8,A dark comedy about two old-time con-men who pretend to be able to communicate with the dead.,Awards,Learn more about contributing,Stars,Milo O'Shea,David Blair
The Dark Wind,1991,1991,5.5,A Navajo police officer is mixed up in drug smuggling and murder on the reservation.,Trivia,Learn more about contributing,Stars,Lance Baker,Errol Morris
Something's Gotta Give,2003,2003,6.7,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,Nominated for 1 Oscar,Learn more about contributing,Stars,Jack Nicholson,Nancy Meyers
S.W.A.T.,2003,2003,6.0,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.",Awards,Writers,Stars,Samuel L. Jackson,Clark Johnson
You Don't Mess with the Zohan,2008,2008,5.6,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,Awards,,Stars,Adam Sandler,Dennis Dugan
My Bloody Valentine,1981,1981,6.2,A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.,Awards,Learn more about contributing,Stars,Paul Kelman,George Mihalka
Cop Out,2010,2010,5.5,"Jimmy's rare baseball card is robbed. Since it's his only hope to pay for his daughter's upcoming wedding, he recruits his cop partner Paul to track down the robber, a memorabilia-obsessed gangster.",Awards,,Stars,Bruce Willis,Kevin Smith
The Unborn,2009,2009,4.7,A young woman fights the spirit that is slowly taking possession of her.,Awards,,Stars,Odette Annable,David S. Goyer
Charlie and the Chocolate Factory,2005,2005,6.7,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",Nominated for 1 Oscar,,Stars,Johnny Depp,Tim Burton
Star Trek V: The Final Frontier,1989,1989,5.5,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,Awards,Writers,Stars,William Shatner,William Shatner
Albert Nobbs,2011,2011,6.7,"Albert Nobbs struggles to survive in late 19th-century Ireland, where women aren't encouraged to be independent. Posing as a man so she can work as a butler in Dublin's most elegant hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",Nominated for 3 Oscars,Writers,Stars,Glenn Close,Rodrigo García
A Million Ways to Die in the West,2014,2014,6.1,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",Awards,Learn more about contributing,Stars,Seth MacFarlane,Seth MacFarlane
Arthur 3: la guerre des deux mondes,2010,2010,5.4,"With Maltazard now seven feet tall and Arthur still two inches small, our hero must find a way to grow back to his normal size and stop the Evil M once and for all, with the help of Selenia and Betameche.",Awards,Learn more about contributing,Stars,Mia Farrow,Luc Besson
Tammy,2014,2014,4.9,"After getting fired and finding out her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother.",Awards,Learn more about contributing,Stars,Melissa McCarthy,Ben Falcone
Seven Pounds,2008,2008,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Awards,,Stars,Will Smith,Gabriele Muccino
Paul Blart: Mall Cop,2009,2009,5.2,"When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day.",Awards,,Stars,Kevin James,Steve Carr
Michael,1996,1996,5.7,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,Awards,Writers,Stars,John Travolta,Nora Ephron
Heartstopper,2006,2006,4.0,Two hospitalized young people discover that things can get even worse when the dilapidated institution is stranded by a severe storm and a maniac stalks the corridors butchering the patients and staff.,Goofs,Learn more about contributing,Stars,Meredith Henderson,Bob Keen
The Wicker Man,2006,2006,3.7,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",Awards,,Stars,Nicolas Cage,Neil LaBute
Blood: The Last Vampire,2009,2009,5.2,"A vampire named Saya, who is part of covert government agency that hunts and destroys demons in a post-WWII Japan, is inserted in a military school to discover which one of her classmates is a demon in disguise.",Trivia,,Stars,Jun Ji-hyun,Chris Nahon
The Kid,2000,2000,6.1,An unhappy and disliked image consultant gets a second shot at life when he is mysteriously confronted by an eight-year-old version of himself.,Awards,Learn more about contributing,Stars,Bruce Willis,Jon Turteltaub
Delivery Man,2013,2013,6.3,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,Trivia,Learn more about contributing,Stars,Vince Vaughn,Ken Scott
Stay Alive,2006,2006,5.0,"For a group of teens, the answer to the mysterious death of their old friend lies within the world of an online video game based on the true story of an ancient noblewoman known as the Blood Countess.",Trivia,,Stars,Jon Foster,William Brent Bell
X-Men: Apocalypse,2016,2016,6.9,"In the 1980s the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",Awards,Writers,Stars,James McAvoy,Bryan Singer
Alexander the Great,1956,1956,5.8,"The life and military conquests of Alexander III of Macedon (July 20/21, 356 - June 10/11, 323 B.C.), commonly known as Alexander the Great.",Awards,Learn more about contributing,Stars,Richard Burton,Robert Rossen
Warcraft,2016,2016,6.7,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",Awards,,Stars,Travis Fimmel,Duncan Jones
Antibirth,2016,2016,4.8,"In a desolate community full of drug-addled Marines and rumors of kidnapping, a wild-eyed stoner named Lou wakes up after a wild night of partying with symptoms of a strange illness and recurring visions as she struggles to get a grip on reality while stories of conspiracy spread.",Awards,Learn more about contributing,Stars,Natasha Lyonne,Danny Perez
Long Pants,1927,1927,6.3,"Harry Shelby receives his first pair of long pants. He immediately falls in love with a cocaine-smuggling flapper named Bebe. When Bebe is imprisoned, he decides to rescue her; to do this, he must break off his forthcoming wedding to his childhood sweetheart Priscilla by any means necessary--including murder.",Trivia,Learn more about contributing,Stars,Harry Langdon,Frank Capra
Lay the Favorite,2012,2012,4.8,"Ex-private dancer Beth aspires to be a Las Vegas cocktail waitress, when she falls in with Dink, a sports gambler. Sparks fly as she proves to be something of a gambling prodigy--much to the ire of Dink's wife, Tulip.",Awards,Learn more about contributing,Stars,Rebecca Hall,Stephen Frears
Sorority Boys,2002,2002,5.4,"Strapped for cash, three fraternity playboys make one last attempt to live the high life - cheaply - by masquerading as girls. But their chauvinistic ways come back to haunt them as they get a crash course in the opposite sex.",Awards,Learn more about contributing,Stars,Barry Watson,Wallace Wolodarsky
Scary or Die,2012,2012,4.0,Five complete strangers attempt to escape a gruesome demise by a clown that feeds upon human flesh.,Trivia,Learn more about contributing,Stars,Bill Oberst Jr.,Bob Badway
Collateral Beauty,2016,2016,6.7,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time, and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",Awards,Learn more about contributing,Stars,Will Smith,David Frankel
Sir Billi,2012,2012,3.1,"A retired veterinarian living in a remote Scottish village encounters a goat who thinks he's a dog, an Admiral who's afraid of the water, and a beaver who was raised by rabbits.",Awards,Learn more about contributing,Stars,Ford Kiernan,Sascha Hartmann
The Devil Inside,2012,2012,4.2,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",Awards,Learn more about contributing,Stars,Fernanda Andrade,William Brent Bell
Swept Away,2002,2002,3.6,A snooty socialite is stranded on a Mediterranean island with a communist sailor.,Awards,Learn more about contributing,Stars,Madonna,Guy Ritchie
Get a Job,2016,2016,5.2,"After college, Will is having problems getting a good, lasting job, as are his roomies, his girlfriend, and his just-fired dad.",Trivia,Learn more about contributing,Stars,Miles Teller,Dylan Kidd
Fireproof,2008,2008,6.4,"In an attempt to save his marriage, a firefighter uses a 40-day experiment known as ""The Love Dare.""",Awards,,Stars,Kirk Cameron,Alex Kendrick
Cassandra's Dream,2007,2007,6.6,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go badly and the two become enemies.",Trivia,Learn more about contributing,Stars,Colin Farrell,Woody Allen
Snow Dogs,2002,2002,5.2,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",Awards,Writers,Stars,Cuba Gooding Jr.,Brian Levant
An American Carol,2008,2008,4.1,An anti-American filmmaker who's out to abolish the July Fourth holiday is visited by three ghosts who try to change his perception of the country.,Trivia,,Stars,Kevin P. Farley,David Zucker
88 Minutes,2007,2007,5.9,"On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live.",Awards,,Stars,Al Pacino,Jon Avnet
The Night They Raided Minsky's,1968,1968,6.0,"A naive young Amish woman runs away from her home in Pennsylvania to New York City, where she hopes to act in religious stage plays but ends up performing in Burlesque theatre.",Trivia,Writers,Stars,Jason Robards,William Friedkin
Champagne,1928,1928,5.4,"A spoiled heiress defies her father by running off to marry her lover. However, Daddy has a few tricks up his sleeve.",Trivia,,Stars,Betty Balfour,Alfred Hitchcock
Finian's Rainbow,1968,1968,6.1,"An Irish immigrant and his daughter move into a town in the American South with a magical piece of gold that will change people's lives, including a struggling farmer and African American citizens threatened by a bigoted politician.",Nominated for 2 Oscars,Learn more about contributing,Stars,Fred Astaire,Francis Ford Coppola
Highlander: The Source,2007,2007,3.0,Duncan MacLeod and his fellow Immortals quest to locate the Grail of their world.,Trivia,,Stars,Adrian Paul,Brett Leonard
